country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Algeria,1,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Angola,2,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Benin,3,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Botswana,4,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Burkina Faso,5,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Burundi,6,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cameroon,7,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cape Verde,8,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Central African Republic,9,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Chad,10,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Comoros,11,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo Democratic Republic,12,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo Republic,13,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cote d'Ivoire,14,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,15,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Egypt,16,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Equatorial Guinea,17,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eritrea,18,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eswatini,19,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ethiopia,20,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5,1,1,0,0,5,0,0,13.87,14,24,18,7.98,0,0,0,0,0,0,0,0,0,,,
Gabon,21,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Gambia,22,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ghana,23,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea,24,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea Bissau,25,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Kenya,26,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,429,480,368,682,920,886,886,1020,1179,1339,1453,1518,2611.18,2007,4059,4479,4204,4280.59,5127.8,5235,5060,5566,,,
Lesotho,27,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Liberia,28,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Libya,29,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Madagascar,30,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Malawi,31,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0.53,0.53,0.53,1,1,1,1,1.01,1.01,1.01,1.01,,,
Mali,32,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mauritania,33,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mauritius,34,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Morocco,35,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mozambique,36,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Namibia,37,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Niger,38,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nigeria,39,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Rwanda,40,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sao Tome and Principe,41,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Senegal,42,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Seychelles,43,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sierra Leone,44,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Somalia,45,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
South Africa,46,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
South Sudan,47,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sudan,48,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Tanzania,49,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Togo,50,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Tunisia,51,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Uganda,52,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zambia,53,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zimbabwe,54,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Algeria,1,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,54,274.7,274.7,274.74,251.1,555,218,226,283,342,171,173,125.83,330,254,145,218,56.3,117,119.67,122.35,9.3,,,
Angola,2,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,912,1017,1143,1241,1491,1747,2665,2497,3134,3173,3703,4007,4287.49,4587.61,5041,5192,5815,7653.08,10374.32,10754.79,11187.32,11675.42,,,
Benin,3,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Botswana,4,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Burkina Faso,5,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,98.27,53.18,63.76,96,100,99,80,110,135.93,132.3,117.54,81.95,96.65,105.54,64,93.46,102.39,124.09,128.93,130.21,131.52,123.63,,,
Burundi,6,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,98,114,126,100,90,95,92,116,111,120,230,150,178.7,178.7,179,181.36,183.81,185.49,188.1,190.79,193.56,196.42,,,
Cameroon,7,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3092,2116,3334,2003,3920,3913,3719,3847,4232,4016,4260,4217,4470.02,4231,4562,4359,4611,4787.04,4272.37,4438.68,4612.68,4795.02,,,
Cape Verde,8,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Central African Republic,9,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,84,83,83,110,126.3,134.13,139,136,136,135,135,139,148.73,138.47,138.83,140.56,142.32,144.12,141.86,143.67,145.53,140.08,,,
Chad,10,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Comoros,11,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2,2,3,4,5,5,5,5,5,5,5,5,5,5.35,5,5.22,5.45,5.7,5.96,6.24,6.54,6.85,,,
Congo Democratic Republic,12,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6001,5729,5901,6425,6830,7396,7288,7575,7211,7520.4,7591,7235,7585.76,8231,8820,8916,9099,9769.94,10538.25,11346.16,12236.88,13628.8,,,
Congo Republic,13,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,297.96,338.72,396.29,342,397.67,355.37,372.28,335,375,330,426,791,826.59,971,952,925,959,1011.98,1094.35,1160.57,1234.02,892.43,,,
Cote d'Ivoire,14,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1764,1800,1729.47,1831.54,1748.13,1436.94,1510.27,1797,1898,2117,1602,1774,1788.59,1606,1913,1352,1511.09,1537.03,2962,3014.5,3069.81,3713.7,,,
Djibouti,15,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Egypt,16,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,14659,13697,15130,12859,13019,12644,12925,15510,15510,12863,13045.7,13046,12935,12940,13822,13432,13490.8,13674.54,13860.81,14049.8,14241.66,16245.9,,,
Equatorial Guinea,17,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2,2,5,7,7,7,7,7,7,7,14,14.02,14.02,17.52,443,466.91,471.26,438.17,442.88,448.43,454.77,498.78,,,
Eritrea,18,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eswatini,19,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,192,243.8,201,123,103.5,160,156,165.81,157,288,288.1,211.64,272.3,239.8,212,216.26,220.63,225.1,207.8,212.05,216.39,291.5,,,
Ethiopia,20,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1789.8,1991.8,2023.6,2279,2532.2,2845.24,3291.54,3370.09,3370,3296,3524,4931,6241,7388,9013,9674,10350.7,10825.07,12358.72,13016.3,13758.96,15295.5,,,
Gabon,21,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,808.94,883.56,929.09,905.6,898.23,819.06,949.49,805.64,898.03,948.44,906.9,839.8,908,931.9,794.5,862.4,930.4,1012.6,1100,1199.19,1309.1,1223.17,,,
Gambia,22,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ghana,23,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6606,6608,5036,3885,5281,5329,5619,3727,6195,6877,6925,7561,8070,8233,8387,5845,5582.4,5616.13,5963.65,6331.97,6723.53,7520.83,,,
Guinea,24,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,406,546,589,396,549,489,456,533,524,517,519,519,541.84,579.76,654,688.09,724.67,1212.05,1181.52,1253.81,1334.55,1424.87,,,
Guinea Bissau,25,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Kenya,26,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1325,2403,3119,3260,2869,3026,3278,3488,2849,2170,3393,3451,2402.14,3945,3310,3787,3341.9,3462.11,3986.4,4109.91,4239.32,4656.3,,,
Lesotho,27,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,288,285,314,325,297,347,525,554,584,648,694,565.9,280.32,520.14,385,401.97,419.59,507.73,515.81,538.77,563.01,530.26,,,
Liberia,28,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.34,,,
Libya,29,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Madagascar,30,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,539.65,563.96,535.4,611.63,637,647.9,637.92,719.08,699.65,734,711,967.08,816.78,857.62,901,970.56,1046.68,783.76,846.37,909.75,978.6,683.92,,,
Malawi,31,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1023,1045,1093,1139,1259,1307,1339,1367,1521,1659,1733,1733,2163.79,2380.17,2618,2658.81,2702.08,2747.76,2795.83,2846.28,3374.7,2048.17,,,
Mali,32,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,245,250,431,524,583,643,668,658,666,679,695,723.59,766.14,787,701.39,743.57,788.95,837.92,890.95,948.54,1011.28,1588.57,,,
Mauritania,33,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,32,34,34,41,44,49,51,54,60,94.13,95.02,95.65,108.1,141.62,183,184.36,199.35,216.94,237.64,240.09,242.72,245.54,,,
Mauritius,34,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,95,70,85,117,121,113,76,83,107,121,101,97.93,98.42,94.83,91,122,116.3,117.47,118.66,119.88,121.11,119.32,,,
Morocco,35,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,718,871,850,1456,1617,1426,1601,906,920,2542,3433,2005,1816,2990.4,2033,2281,1662,1184.7,1693.44,1721.97,1751.01,818.31,,,
Mozambique,36,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8836,11841,12674,10870,11668,13264,14717,16070,15114,16950,16640,16567.35,16567.35,14541.84,16169.15,16398.2,15609,14060.82,13899.54,14098.86,14300.87,17273.67,,,
Namibia,37,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1380,1370,1407,1512,1602,1658,1512,1564,1415,1429,1235,1385.67,1413.38,1227,1485,1502,1395.6,1415.71,1436.08,1456.75,1477.73,1655.5,,,
Niger,38,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nigeria,39,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5628,6920,7074,7605,8275,7951,7714,6227,5721,4529,6310,5650,5306.69,5326,5346,5718,5582.4,5933.38,5635.26,5670.39,5705.58,8689.97,,,
Rwanda,40,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,110,88,97,116,83,65,38,42,68,98,110,149,149.8,214.46,214.46,216.81,219.33,222.01,224.85,227.84,230.97,542.81,,,
Sao Tome and Principe,41,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7,5,6,8,6,4,4,7,8,7,5,10,10.51,10.51,11,11.08,11.91,12.84,12.85,13.91,15.11,16.45,,,
Senegal,42,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,337,293,267,237,181,229.42,239.13,253.4,257.24,290.32,308.49,323,342,348.9,356.92,320.94,328.68,336.75,345.17,,,
Seychelles,43,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sierra Leone,44,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,15,15,16,16,16,18,4,18,96,88,149,153,118,105,178.23,188.67,202.75,219.4,239.1,241.44,243.97,314.45,,,
Somalia,45,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
South Africa,46,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3648,4095,3809,4625,4199,5845,5845,3908,4032,4194,5090.62,7858.33,7858.33,4040,4082,3720,3994,5183.93,5381.57,5640.48,5914.18,6199,,,
South Sudan,47,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sudan,48,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1183,1267.6,1287.2,1163.2,1107,1107,1369,1369,1466,3235.5,6202,7884,7884,8315,8913,8420,8024.7,9347.06,9350.72,9788.21,10271.18,10804.08,,,
Tanzania,49,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2145,2573,2736,2548,2356,1778,1436,2511,2655,2784,2548,1983.26,1471.68,1717,2590,2108,2326,2378.36,2432.06,2487.2,2543.86,3233.17,,,
Togo,50,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,100,49,86,122,81,74,91,92,91.4,93,98,103,88.9,71,120,56,232.6,103,113.02,124.12,136.46,82.5,,,
Tunisia,51,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,64.4,54.4,64.2,166,153.52,145.16,91.74,49,37.95,78.89,50,54,196.3,60.08,56,60.93,66.2,17.46,17.46,18.82,20.24,28.06,,,
Uganda,52,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1551,1546,1668,1752,1888,1839,1161,1398,1631,1396,1485,1513.73,1513.73,2393.23,2393,2433.09,2475,3440.73,3643.02,3714.19,3790.03,4637.76,,,
Zambia,53,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7782,9000,8333,8262,8262,8883,9329,9801,9666,10276,11273,11133.87,11133.87,13281,14042,13035,11048.5,12484.2,13697.97,13842.68,13991.19,14072.3,,,
Zimbabwe,54,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3260,2998,3824,5359,5911,5801,5552,4541,4263,5464,6001,5843.83,5843.83,4996,5431,4990,3023.8,3171.61,3323.63,3480.36,3642.33,4512.2,,,
Algeria,1,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Angola,2,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
