,country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1050,Kenya,26,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,233.0,233.0,233.0,407.0,407.0,349.3,289.8,389.3,442.7,445.9,484.2,570.5,570.6,577.4,671.1,827.82,833.82,802.52,806.72,807.02,749.32,750.42,681.9
1051,Lesotho,27,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,0.82,0.82,0.82,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14
1052,Liberia,28,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,70.0,70.0,70.0,70.0,73.0,73.0,73.0,78.0,78.0,78.0,87.4,91.0,91.0,92.6,92.6,92.6,98.0,98.0,98.0,98.0,98.0,98.0,98.0
1053,Libya,29,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,4253.0,4253.0,4418.0,4418.0,4418.0,5042.0,5042.0,5792.0,5792.0,5792.0,8669.0,8669.0,8669.0,9169.0,9619.0,9619.0,9713.0,10238.0,10511.0,10511.0,10511.0,10811.0,10996.0
1054,Madagascar,30,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,122.0,122.0,122.0,142.0,167.0,197.0,235.17,243.12,282.2,282.2,379.22,379.22,379.22,379.0,514.0,514.0,514.0,574.0,622.0,622.0,622.0,622.0,622.0
1055,Malawi,31,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,38.11,38.11,38.11,23.11,33.81,33.81,33.81,33.81,18.81,26.97,26.97,27.77,27.77,27.77,27.77,26.77,35.87,94.27,120.27,132.1,132.1,132.1,132.1
1056,Mali,32,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,208.0,208.0,208.0,208.0,208.0,208.0,208.0,216.0,191.0,206.5,229.4,290.7,291.2,333.2,352.0,357.2,419.5,459.3,458.9,471.0,482.1,486.7,509.6
1057,Mauritania,33,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,123.0,123.0,133.0,135.0,145.0,145.0,156.0,156.0,172.1,182.1,212.1,212.1,212.1,225.1,233.85,413.85,413.85,413.85,449.75,464.63,464.63,504.63,504.63
1058,Mauritius,34,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,468.42,498.27,495.27,494.58,498.48,524.28,563.88,595.83,574.97,585.47,614.88,606.85,632.3,631.7,623.4,621.1,641.8,711.8,640.0,640.0,640.0,640.0,640.0
1059,Morocco,35,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,3168.0,3168.0,3189.0,3189.0,3069.0,3453.0,3453.0,3453.0,3453.0,4169.0,4336.0,4336.0,4651.0,5061.0,5411.0,5411.0,5483.0,5850.0,7237.0,6976.4,6676.4,6901.4,6676.0
1060,Mozambique,36,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,24.88,24.88,26.34,27.84,27.84,27.84,27.84,40.49,44.09,44.09,44.09,42.74,150.64,277.54,323.54,528.64,508.64,508.64,614.44,637.44,637.44,637.44,638.44
1061,Namibia,37,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,155.6,155.6,178.91,178.91,178.91,208.91,208.91,183.31,183.31,183.31,183.31,183.31,183.31,183.31
1062,Niger,38,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,226.6,256.6,256.6,256.6,256.6,256.6,336.6,336.6,352.6,352.6,352.6,448.6
1063,Nigeria,39,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,3500.0,3500.0,3500.0,4700.0,4700.0,4900.0,5502.0,6022.0,6531.0,6764.0,6487.0,6972.0,6972.0,7892.0,8458.0,8458.0,10403.0,10433.0,10894.0,10936.5,11001.7,11010.2,11015.2
1064,Rwanda,40,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,2.64,2.64,2.64,2.64,2.64,15.14,30.14,30.14,30.14,53.74,53.74,53.74,53.74,53.74,53.74,99.14,114.14,114.14,114.14,114.14,114.14,114.14,149.14
1065,Sao Tome and Principe,41,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,1.28,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,5.48,12.28,14.68,14.68,14.68,16.78,21.6,27.6,27.6,27.6,28.3,28.3,28.3,28.3
1066,Senegal,42,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,404.4,407.5,407.5,410.5,410.5,411.5,456.9,456.9,541.5,534.5,531.5,532.9,539.0,561.6,578.0,579.0,703.5,703.5,978.7,968.7,968.7,968.7,1088.7
1067,Seychelles,43,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,88.5,89.79,83.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,84.29,84.42,87.15,103.86,104.43,102.5,108.87,106.08,106.08,106.08
1068,Sierra Leone,44,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,21.28,36.54,36.54,36.54,45.2,72.7,72.7,72.7,102.7,138.7,138.7,138.7,138.7
1069,Somalia,45,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,60.0,60.0,60.0,66.0,66.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,106.0,106.0
1070,South Africa,46,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,31361.0,33500.0,33500.0,33500.0,33500.0,34100.0,34296.0,36960.3,38045.3,38145.3,38245.3,38750.3,39125.3,39215.3,40974.0,40974.0,41562.0,42232.0,43611.0,43609.0,45902.4,47458.4,47458.4
1071,South Sudan,47,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,131.4,131.4,164.4,164.4,165.4,166.4
1072,Sudan,48,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,273.0,273.0,297.0,678.0,972.0,972.0,1019.0,1039.0,1517.0,1517.0,1772.0,1772.0,1772.0,1772.0,1772.0,1774.0,1810.0,1810.0,1932.0,1935.0,1935.0,1935.0,1935.0
1073,Tanzania,49,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,152.38,152.38,252.38,252.38,252.38,331.52,331.52,433.52,458.99,503.99,518.78,801.28,962.87,1026.72,976.72,926.72,1076.72,1076.72,1317.68,1317.68,1317.68,1317.68,1317.68
1074,Togo,50,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,20.0,20.0,20.0,20.0,41.25,42.33,42.33,42.33,42.33,42.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,219.33,219.33
1075,Tunisia,51,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,2784.0,2784.0,2784.0,2861.0,2979.0,3218.0,3252.0,3232.0,3573.0,3690.0,3693.0,4101.0,4041.0,4270.0,4695.0,4649.0,4902.0,5007.0,4774.0,5070.0,5622.0,5622.0,6072.0
1076,Uganda,52,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,3.0,3.0,3.0,3.0,3.0,50.0,100.0,100.0,200.0,150.0,170.0,170.0,120.0,100.0,136.0,136.0,136.0,137.08,102.68,102.68,101.08,101.08,101.08
1077,Zambia,53,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.8,86.58,86.58,86.58,86.58,86.58,70.57,140.82,172.0,468.6,528.6,523.6,523.6,523.6,524.8,524.8
1078,Zimbabwe,54,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.75,1200.75,1200.75,1200.75,1200.75,1250.75
1079,Algeria,1,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,5846.21,5842.7,6333.81,6465.24,6757.24,7576.02,8017.26,8629.46,8740.33,11565.66,11751.09,11857.06,13317.88,15632.26,16491.36,17733.73,19574.4,19995.9,21583.9,23923.5,24763.5,25219.5,26019.5
1080,Angola,2,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
1081,Benin,3,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,Botswana,4,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,Burkina Faso,5,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1084,Burundi,6,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1085,Cameroon,7,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,Cape Verde,8,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,Central African Republic,9,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,Chad,10,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1089,Comoros,11,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,Congo Democratic Republic,12,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2.16,2.96,2.96,2.96,2.96,2.96
1091,Congo Republic,13,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
1092,Cote d'Ivoire,14,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,Djibouti,15,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,Egypt,16,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,78.5,78.5,123.0,123.0
1095,Equatorial Guinea,17,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,Eritrea,18,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,Eswatini,19,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,123.0,123.0,123.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
1098,Ethiopia,20,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,71.0,71.0,119.0,145.0,205.0,290.0,290.0,290.0,335.0,335.0
1099,Gabon,21,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
1100,Gambia,22,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Ghana,23,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,5.77,5.77,5.77,5.77,5.77,5.77,4.1,4.1,6.77,6.77,6.77,6.77,6.77,6.77,8.27,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
1102,Guinea,24,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,Guinea Bissau,25,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,Kenya,26,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,33.5,33.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,55.5,55.5,55.5,55.5,55.5,55.5,58.3,84.3,85.2,87.7,87.7,98.7,98.7,98.7
1105,Lesotho,27,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Liberia,28,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.13,0.17,0.17,0.17,0.17,0.17,0.17
1107,Libya,29,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,Madagascar,30,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.09,0.16,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
1109,Malawi,31,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
1110,Mali,32,Installed Capacity in Bioenergy,MW,Electricity,Technical,"Electricity, Installed Capacity in Bioenergy (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,2.37,2.37,2.37,2.37,2.37,2.67,2.73,2.73,2.73,2.73,2.73,2.73,5.69,5.69,5.69,5.69,5.69,40.69,40.69,40.69,40.69,40.69,40.69
